39	27
40	38
102	8
296	37
297	35
646	31
771	41
772	20
885	93
886	13
902	38
1026	24
1027	45
1158	26
1283	26
1414	17
1438	61
1538	7
1670	13
1694	74
1926	28
1950	25
1951	57
2182	59
2206	16
2207	17
2257	29
2258	18
2369	24
2370	3
2438	55
2462	25
2513	33
2514	103
2664	23
2694	22
2720	81
2879	49
2920	55
2949	51
2976	19
2977	20
3135	33
3136	44
3137	37
3176	27
3177	31
3204	24
3205	8
3232	18
3233	11
3460	8
3484	22
3488	36
3740	121
3741	106
3742	68
3743	54
3996	96
3997	44
4252	44
4276	26
4507	13
4508	28
4532	28
4533	36
4789	30
5020	35
5045	29
5224	11
5225	31
5226	47
5227	45
5228	35
5252	106
5253	10
5276	32
5300	90
5301	11
5478	5
5479	17
5480	20
5481	10
5484	43
5531	31
5556	107
5557	26
5578	11
5740	67
5787	37
5812	6
5813	16
5833	51
5834	37
5995	27
5996	19
6043	25
6069	26
6251	32
6324	9
6325	49
6507	25
6581	9
6686	11
6687	9
6762	22
6836	24
6941	42
7092	32
7196	31
7197	32
7312	33
7313	36
7451	31
7452	19
7525	15
7567	26
7568	66
7706	58
7707	62
7780	55
7781	67
7782	32
7783	62
7961	34
7962	20
7977	54
7978	53
8036	30
8037	56
8038	63
8039	58
8217	38
8293	25
8294	28
8295	32
8382	43
8473	74
8609	24
8633	9
8634	26
8635	36
8636	29
8637	35
8638	16
8832	42
8864	20
8865	44
8866	33
8877	13
8878	18
8888	47
8889	21
9061	36
9087	23
9088	46
9092	28
9101	75
9121	18
9122	7
9133	66
9134	17
9138	22
9143	12
9144	16
9317	63
9318	117
9344	37
9348	52
9357	54
9393	17
9394	39
9395	38
9396	30
9398	11
9399	29
9410	35
9574	41
9575	33
9576	14
9600	44
9601	37
9602	36
9603	24
9604	35
9613	16
9651	19
9652	57
9653	24
9654	65
9665	25
9699	24
9700	22
9831	37
9832	50
9908	35
9909	66
9910	48
9920	16
9921	23
9955	32
9956	29
10040	44
10050	68
10051	74
10087	26
10088	36
10176	26
10297	70
10306	49
10312	103
10313	20
10431	31
10446	29
10553	13
10554	26
10562	24
10568	31
10569	36
10638	40
10639	56
10701	26
10702	63
10703	41
10704	30
10705	18
10748	48
10811	19
10825	10
10826	38
10827	56
10828	60
10829	26
10894	81
10895	53
10904	40
10937	81
10961	11
10962	52
10963	47
10964	33
10965	34
10966	28
11003	35
11082	78
11083	69
11084	42
11085	37
11150	39
11160	48
11161	86
11193	34
11209	50
11210	63
11222	18
11223	24
11258	17
11259	15
11415	127
11449	52
11465	15
11466	89
11467	72
11514	22
11620	29
11671	54
11722	40
11723	54
11724	40
11725	44
11726	39
11727	71
11876	55
11926	18
11927	81
11950	9
11977	11
11978	14
11980	28
11981	33
11982	79
11983	88
12095	50
12096	76
12205	50
12239	22
12351	65
12352	16
12459	16
12460	35
12496	37
12518	39
12519	70
12606	46
12607	51
12619	98
12715	54
12753	40
12774	48
12775	16
12874	9
12875	50
12971	43
13009	38
13130	32
13227	31
13265	70
13266	65
13385	32
13407	47
13463	17
13464	107
13479	24
13482	34
13521	9
13522	41
13662	30
13663	64
13664	34
13692	69
13693	56
13712	2
13713	53
13719	56
13720	160
13732	100
13733	84
13734	19
13735	115
13737	35
13738	10
13778	32
13855	16
13917	20
13919	93
13948	34
13949	18
13967	25
13968	37
13973	11
13975	19
13976	123
13988	48
13989	25
13990	83
13991	54
13992	39
13993	41
14034	52
14039	58
14073	47
14111	22
14112	74
14113	33
14167	46
14168	57
14169	31
14170	32
14171	31
14172	36
14173	33
14227	15
14228	32
14232	39
14242	30
14243	50
14246	39
14247	50
14248	21
14290	58
14294	14
14295	65
14328	25
14329	26
14369	28
14370	33
14423	88
14424	22
14428	24
14498	25
14532	22
14546	27
14550	24
14584	31
14678	77
14679	74
14708	32
14784	35
14785	54
14787	6
14788	35
14789	49
14802	29
14836	30
14838	37
14839	34
14840	20
14928	15
14929	67
14934	95
14935	42
14964	44
14965	53
14966	53
15037	50
15038	45
15039	39
15040	48
15041	26
15058	28
15091	58
15092	15
15176	41
15177	57
15178	29
15179	47
15184	21
15185	43
15186	34
15210	23
15211	27
15212	23
15220	23
15221	85
