36	35
37	54
784	3
785	11
892	9
893	43
894	41
1041	7
1042	50
1043	5
1299	36
1300	16
1572	44
1573	28
1826	41
1827	49
2080	6
2081	33
2082	17
2329	27
2333	26
2334	34
2335	35
2585	64
2586	34
2587	23
2588	13
4452	41
4453	37
4708	42
4709	77
4710	23
4965	22
6260	30
6514	32
6515	24
6768	26
6769	28
7088	6
7089	29
7090	25
7091	29
7092	37
7093	39
7348	25
7349	29
7604	25
7859	26
8115	24
8371	20
8627	25
8883	40
8893	13
8926	41
8927	109
8928	60
9007	22
9008	43
9009	33
9140	35
9141	21
9145	23
9146	23
9147	28
9148	36
9149	22
9183	64
9263	31
9264	46
9265	27
9397	40
9398	35
9399	51
9400	45
9518	31
9697	30
9772	23
9773	69
9774	15
9953	57
10021	63
10022	24
10277	13
10278	15
10279	24
10280	39
10281	30
11904	24
12159	39
12160	6
12414	14
12415	38
12670	40
12820	43
12925	27
12926	15
13076	28
13331	49
13587	38
13842	32
14096	33
14351	58
14352	28
14606	34
14607	47
15339	19
15340	26
15590	32
15591	40
15592	49
15593	29
15594	35
15595	8
18153	4
18154	15
18155	28
18156	36
18157	19
18161	24
18412	15
18413	44
18414	42
18415	51
18416	47
18417	52
18817	12
18818	39
18819	18
19075	21
19076	30
19077	18
19333	21
19334	31
19590	14
19591	47
19847	44
20102	31
20103	119
20358	33
20533	22
20534	25
20613	95
20614	23
20715	12
20716	87
20867	52
20868	157
20869	53
20969	34
20970	60
20971	51
20972	102
21224	50
21225	25
21480	36
21736	40
21737	21
21993	36
21994	66
21995	10
22250	48
22251	28
22507	39
22763	24
23020	34
23276	34
23531	227
23787	31
23826	15
23827	45
23828	19
24042	26
24084	13
24085	21
24086	33
24298	26
24553	7
24554	26
24809	38
25064	30
25319	40
25320	51
25573	32
25574	34
25575	13
25605	47
25607	36
25615	32
25616	12
25861	73
25862	148
25863	62
25871	7
25872	16
25873	37
25874	14
26119	33
26120	25
26130	9
26131	62
26376	37
26377	26
26380	30
26381	60
26382	34
26383	51
26384	43
26385	38
26386	36
26388	44
26389	37
26634	37
26635	42
26636	26
26645	33
26646	37
26903	39
26904	46
26905	9
27161	49
27162	6
27418	61
27674	37
27930	39
28186	51
28442	25
29332	22
29461	40
29462	151
29463	47
29589	61
29720	40
29845	35
29846	40
30102	136
30103	30
30358	60
30359	40
30360	9
30615	67
30616	51
30871	27
30872	29
31417	28
33642	54
33643	41
33898	44
34153	19
34154	37
34409	57
34664	26
34665	52
38184	11
38439	14
38440	93
38695	46
38696	102
38952	89
42292	21
42293	34
42294	33
42295	20
46627	52
46628	43
48048	21
48299	14
48300	9
48301	14
48303	49
48304	30
48555	124
48556	100
48557	38
48558	43
48559	55
53544	24
53545	36
53546	20
53547	13
53799	43
53800	28
53801	9
53803	12
53804	24
54049	34
54050	34
54051	33
54052	35
54053	43
54054	36
54061	5
54318	26
54574	24
54575	13
54830	31
55085	19
55086	22
55340	44
55341	21
55595	28
55596	37
55850	80
55851	28
56104	65
56105	32
56106	4
59648	33
59905	28
59906	57
60161	27
60162	49
60417	101
60673	39
60868	7
60929	64
60930	93
60931	24
61185	125
61186	95
#
1922	21
2176	46
2177	110
2178	92
2179	23
2180	30
2181	31
2432	36
2433	137
2434	63
2437	47
2438	41
2439	2
2442	43
2695	33
2696	39
2697	55
2698	89
2699	18
2952	9
2953	33
2954	53
2955	26
3678	58
3679	26
3733	15
3933	34
3934	37
3989	8
3990	45
3991	41
4249	23
4250	109
4251	91
4252	48
4253	26
5677	13
7488	72
7489	38
7743	48
7744	66
7745	60
7746	43
7998	52
8253	61
8254	56
8822	23
8823	28
9078	53
9079	65
10014	50
10015	70
10270	15
10271	81
16865	37
16866	48
17120	22
17121	64
17376	54
17377	30
17632	10
21765	45
21766	142
22020	20
22021	125
22022	111
22023	56
22523	87
22524	36
22774	49
22779	62
22780	59
22974	23
23029	54
23030	56
23031	46
23226	23
23227	35
23228	25
23229	21
23284	38
23285	17
23287	39
23482	10
23540	41
23543	26
23643	35
23795	22
23796	170
23899	39
24051	16
24052	56
24151	34
24152	34
24153	32
24154	46
24155	35
24407	65
24408	29
24409	25
24663	63
24664	128
24820	17
25712	52
25713	47
25966	29
25967	164
25969	44
26224	29
26225	37
26839	42
27093	23
27094	40
27348	28
27349	49
27448	32
27449	52
27450	49
27451	30
27707	19
34229	31
34230	35
34621	23
34876	44
34877	50
34878	16
35132	22
35133	19
35843	88
36099	46
36100	83
36356	42
36357	41
36612	18
36613	77
36868	5
36869	39
39649	6
39650	17
39906	141
40448	25
40449	55
40450	52
40451	63
40452	40
40704	59
40705	14
40708	18
40709	9
40960	26
43155	32
43156	40
43157	34
43158	41
43159	30
43687	14
43688	32
43942	11
43943	46
43944	30
44198	57
44199	36
44454	88
44455	43
44921	45
44922	26
45177	47
45178	47
55495	12
60970	39
61224	27
61225	35
#
267	7
268	16
521	128
523	89
524	44
777	89
778	66
779	32
1034	43
1035	29
1206	24
1207	22
1290	19
1291	1
1462	26
1494	84
1495	83
1497	47
1498	20
1718	38
1754	30
1973	24
1974	30
2010	32
2224	8
2225	38
2226	37
2227	27
2228	28
2229	23
2266	20
2479	16
2480	13
2481	15
2482	15
2521	29
2777	41
3033	52
3289	32
3545	49
3801	33
3802	49
8246	77
8247	36
8248	34
8249	43
8250	30
8898	37
8899	11
9153	5
9154	30
9270	13
9407	29
9408	31
9409	35
9526	31
9662	30
11338	25
11339	41
11340	9
11809	39
11810	43
12064	38
12065	38
12066	73
12118	14
12322	50
12372	34
12373	31
12578	35
12624	37
12625	50
12626	33
12627	44
12834	59
12878	15
12879	36
13090	30
13091	46
13134	47
13215	21
13216	40
13390	34
13391	26
13471	35
13472	52
13647	4
18571	45
18572	57
18827	95
18828	61
20283	14
20540	21
20796	34
20999	49
21052	128
21053	158
21254	28
21308	23
21309	68
21564	20
21819	24
21820	38
22075	35
22330	30
22585	17
22586	55
22841	75
22842	125
23096	16
23097	95
23353	43
24662	39
24663	31
24664	37
24665	31
24922	21
24923	29
24924	29
24925	26
25181	7
25182	13
25400	14
25438	49
25606	48
25656	16
25657	29
25658	16
25694	15
25695	17
25860	26
25861	39
25914	21
25915	21
25951	67
26113	21
26114	29
26171	45
26172	44
26207	11
26208	26
26428	47
26684	43
26940	35
31858	25
31859	32
32115	47
32372	46
32629	62
32768	18
33973	3
34230	21
34485	30
34486	21
34864	32
34865	27
35121	52
35122	42
35378	29
35379	18
35635	25
35636	30
35892	122
36148	46
36404	44
36660	19
36661	49
36662	146
36663	43
38193	131
38194	22
38448	52
38449	63
38704	34
38705	26
38960	22
38961	47
38962	35
38963	22
38964	22
39058	31
39059	37
39060	34
39061	30
39062	24
39214	68
39215	36
39216	24
39314	34
39319	35
39321	38
39322	82
39576	65
39577	77
39578	13
39856	31
39857	13
40113	32
40369	28
46373	43
46628	35
46629	69
46630	28
46885	17
49574	58
49575	50
49811	12
49812	58
49813	16
50069	14
50070	48
51842	25
51843	39
51844	52
51845	147
51846	25
52100	20
52101	52
52102	65
56940	22
57196	46
57197	33
57452	52
57453	25
59527	34
59782	20
60038	42
60294	37
60550	17
60799	16
60806	36
61055	96
61056	30
61057	33
61058	33
61059	18
61062	47
61311	130
61314	19
61315	152
61316	21
61317	32
61373	16
61374	11
61572	22
61573	13
61628	27
61629	39
61630	53
61631	60
61886	33
61887	45
62274	48
62275	36
62307	60
62308	71
62309	25
62523	49
62529	8
62530	120
62531	58
62779	41
62785	54
62786	58
63035	21
63036	64
63037	22
63293	40
63549	34
63805	18
63806	44
#
22	65
274	62
275	123
277	29
278	39
530	14
531	56
533	37
787	65
788	49
1385	22
1642	25
5736	28
5737	50
5988	21
5989	35
5990	62
5991	51
5992	25
5994	40
5995	45
6035	49
6036	36
6251	31
6252	62
6253	3
6291	42
6292	20
7453	36
7454	28
7455	27
7711	19
7712	38
7713	18
7969	32
8225	30
8481	11
8482	24
8485	22
8738	51
8739	26
8740	59
8741	95
8742	50
8994	61
8995	51
9085	33
11130	33
11286	30
11385	36
11386	86
11541	110
11542	53
11641	40
11797	81
11896	27
11897	17
12152	32
12214	71
12408	19
12469	18
12470	33
12663	13
12664	17
12724	15
12725	30
12919	20
12920	11
13175	16
13431	18
13432	20
13687	28
13688	36
13944	13
14199	28
14455	25
14710	34
14965	40
14966	31
15220	43
15221	21
15474	18
15475	31
15726	104
15727	30
15728	36
15729	28
15980	17
15981	53
15982	110
16726	68
17526	79
17527	8
18838	17
18839	36
20777	93
21019	32
21020	133
21032	23
21033	166
21034	25
21274	18
21275	63
21289	101
21290	25
21415	24
21416	123
21530	8
21531	75
21545	42
21672	49
21802	28
22312	25
22482	28
22483	63
22568	98
22738	19
22739	38
23071	100
23313	30
23569	42
23825	34
23955	41
24080	50
24211	27
24212	21
24336	43
24337	37
24468	40
24469	10
24593	57
24594	79
24723	7
24724	6
24725	34
24850	43
24851	110
24979	173
24980	67
24981	25
25235	70
25236	77
25661	41
